id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
814316,CA,INDIVIDUAL,< 1 year,State of California Dept of Pesticide,B,MORTGAGE,2021-7-11,2021-11-13,2021-11-13,Fully Paid,2021-12-13,1021819,other,B1, 36 months,Source Verified,37308,0.0505,271.01,0.0999,8400,21,9659
1007010,VA,INDIVIDUAL,10+ years,Mount Rogers CSB,B,MORTGAGE,2021-11-11,2021-4-14,2021-4-14,Fully Paid,2021-5-14,1233367,other,B3, 36 months,Source Verified,38492,0.1821,215,0.1171,6500,20,7677
993747,TX,INDIVIDUAL,6 years,Bellhelicopter,B,MORTGAGE,2021-10-11,2021-5-16,2021-11-14,Fully Paid,2021-12-14,1218133,other,B4, 36 months,Source Verified,66000,0.1851,304.08,0.1242,9100,25,10947
437821,KS,INDIVIDUAL,10+ years,Atkinson Industries inc,C,MORTGAGE,2021-9-9,2021-9-12,2021-9-12,Fully Paid,2021-10-12,525394,other,C4, 36 months,Source Verified,75000,0.1987,273.1,0.1392,8000,22,9831
386469,TX,INDIVIDUAL,5 years,lsw,C,MORTGAGE,2021-3-9,2021-8-10,2021-6-10,Fully Paid,2021-7-10,418758,other,C5, 36 months,Source Verified,47000,0.2369,340.76,0.1379,10000,27,11361
770450,AZ,INDIVIDUAL,9 years,chase bank,C,MORTGAGE,2021-6-11,2021-5-16,2021-7-13,Fully Paid,2021-8-13,972120,other,C1, 36 months,Source Verified,81000,0.0536,202.14,0.1299,6000,22,7140
721384,SD,INDIVIDUAL,6 years,city of rapid city,C,MORTGAGE,2021-4-11,2021-9-15,2021-2-13,Fully Paid,2021-3-13,915947,other,C2, 36 months,Source Verified,30000,0.0904,80.94,0.1306,2400,22,2827
542443,TX,INDIVIDUAL,5 years,Walgreens Pharmacy,E,MORTGAGE,2021-7-10,2021-7-14,2021-3-13,Fully Paid,2021-4-13,700009,other,E5, 36 months,Source Verified,36000,0.2197,173.37,0.1793,4800,7,6216
420490,CA,INDIVIDUAL,10+ years,"Curtis-Rosenthal, Inc.",B,RENT,2021-6-9,2021-8-13,2021-9-11,Fully Paid,2021-10-11,305563,other,B5, 36 months,Source Verified,125000,0.1029,99.95,0.1221,3000,9,3544
727755,TX,INDIVIDUAL,7 years,McKamy Middle School,B,RENT,2021-4-11,2021-5-16,2021-10-11,Fully Paid,2021-11-11,923300,other,B3, 36 months,Source Verified,65700,0.2311,220.61,0.1037,6800,13,7080
441601,GA,INDIVIDUAL,10+ years,Canterburytrails Equestrian Ctr,B,RENT,2021-9-9,2021-6-11,2021-6-11,Fully Paid,2021-7-11,535839,other,B1, 36 months,Source Verified,36000,0.1177,426.45,0.1114,13000,13,14843
647079,NV,INDIVIDUAL,10+ years,Clark County School District,C,RENT,2021-1-11,2021-5-16,2021-12-12,Fully Paid,2022-1-12,827891,other,C1, 36 months,Source Verified,65499,0.1814,133.3,0.1223,4000,30,4682
516705,IL,INDIVIDUAL,9 years,HSBC,A,MORTGAGE,2021-5-10,2021-5-16,2021-12-11,Charged Off,2022-1-11,667797,other,A2, 36 months,Verified,84000,0.0307,52.31,0.0676,1700,46,991
891851,VA,INDIVIDUAL,< 1 year,TEK Systems,A,MORTGAGE,2021-9-11,2021-5-16,2021-3-13,Charged Off,2021-4-13,1108712,other,A4, 36 months,Verified,86964,0.2204,109.52,0.079,3500,29,1857
1015029,CA,INDIVIDUAL,10+ years,US Postal Service,A,MORTGAGE,2021-11-11,2021-5-16,2021-12-12,Charged Off,2022-1-12,1242450,other,A3, 36 months,Verified,52800,0.1375,87.12,0.0751,2800,19,1129
529176,VA,INDIVIDUAL,9 years,QuadraMed,A,MORTGAGE,2021-6-10,2021-3-13,2021-10-12,Charged Off,2021-11-12,684356,other,A3, 36 months,Verified,135000,0.0617,309.42,0.0714,10000,20,8766
430633,TX,INDIVIDUAL,9 years,Retired,A,MORTGAGE,2021-8-9,2021-8-11,2021-8-11,Charged Off,2021-9-11,510782,other,A5, 36 months,Verified,43700,0.0135,320.95,0.0963,10000,17,7702
536134,IL,INDIVIDUAL,< 1 year,PERL MORTGAGE,A,MORTGAGE,2021-6-10,2021-5-16,2021-7-11,Charged Off,2021-8-11,692675,other,A4, 36 months,Verified,60000,0.2004,497.78,0.0751,16000,31,5967
450937,NJ,INDIVIDUAL,3 years,Merrill Lynch,B,MORTGAGE,2021-10-9,2021-3-11,2021-9-10,Charged Off,2021-10-10,555166,other,B5, 36 months,Verified,117000,0.1264,836.66,0.1253,25000,32,10234
659745,CA,INDIVIDUAL,3 years,Kaiser Permanente,B,MORTGAGE,2021-1-11,2021-5-16,2021-7-11,Charged Off,2021-8-11,843801,other,B4, 36 months,Verified,132996,0.191,163.08,0.1074,5000,47,814
763601,FL,INDIVIDUAL,5 years,publix,B,MORTGAGE,2021-5-11,2021-9-13,2021-4-13,Charged Off,2021-5-13,964236,other,B5, 36 months,Verified,30000,0.248,66.42,0.1199,2000,18,1510
837262,NV,INDIVIDUAL,3 years,Uprocess Now,B,MORTGAGE,2021-8-11,2021-2-13,2021-9-12,Charged Off,2021-10-12,1047383,other,B5, 36 months,Verified,36000,0.0523,146.13,0.1199,4400,13,2070
418217,IL,INDIVIDUAL,< 1 year,Richard Wolf Medical Instruments Corporation,B,MORTGAGE,2021-7-9,2021-5-16,2021-4-10,Charged Off,2021-5-10,487929,other,B1, 36 months,Verified,50960,0.1269,162.76,0.1095,5000,31,1460
466126,DE,INDIVIDUAL,7 years,State of Delaware,C,MORTGAGE,2021-12-9,2021-5-16,2021-7-10,Charged Off,2021-8-10,585355,other,C2, 36 months,Verified,47682,0.1233,608.42,0.1322,18000,30,4252
513120,CA,INDIVIDUAL,8 years,IBM,C,MORTGAGE,2021-5-10,2021-5-16,2021-5-11,Charged Off,2021-6-11,662966,other,C1, 36 months,Verified,138996,0.0812,167.84,0.1273,5000,22,2014
486818,WA,INDIVIDUAL,< 1 year,Iron Mountain,C,MORTGAGE,2021-2-10,2021-5-16,2021-12-11,Charged Off,2022-1-11,620469,other,C1, 36 months,Verified,61000,0.1576,167.84,0.1273,5000,24,3539
971859,GA,INDIVIDUAL,2 years,IBM,C,MORTGAGE,2021-10-11,2021-12-12,2021-5-12,Charged Off,2021-6-12,1193616,other,C4, 36 months,Verified,170000,0.1791,417.58,0.1527,12000,36,3498
796092,PA,INDIVIDUAL,10+ years,kreco electric inc,C,MORTGAGE,2021-7-11,2021-11-12,2021-6-12,Charged Off,2021-7-12,1000850,other,C3, 36 months,Verified,36000,0.227,452.79,0.1399,13250,23,5321
1037812,VA,INDIVIDUAL,10+ years,United States Navy,C,MORTGAGE,2021-11-11,2021-5-16,2021-2-13,Charged Off,2021-3-13,1267506,other,C4, 36 months,Verified,66000,0.2338,208.79,0.1527,6000,37,2915
631719,MA,INDIVIDUAL,1 year,atlas travel intll,D,MORTGAGE,2021-12-10,2021-4-16,2021-10-11,Charged Off,2021-11-11,809264,other,D3, 36 months,Verified,100000,0.1674,864.56,0.1483,25000,31,8645
430971,IL,INDIVIDUAL,3 years,Executive 1 Financial,D,MORTGAGE,2021-8-9,2021-5-10,2021-12-9,Charged Off,2022-1-9,511321,other,D1, 36 months,Verified,116736,0.1553,855.73,0.1411,25000,30,4444
806771,TX,INDIVIDUAL,6 years,Goodman Supply Company,D,MORTGAGE,2021-7-11,2021-5-16,2021-3-13,Charged Off,2021-4-13,1013140,other,D3, 36 months,Verified,120000,0.1217,1061.99,0.1649,30000,39,20176
495073,WA,INDIVIDUAL,< 1 year,uclc,E,MORTGAGE,2021-3-10,2021-5-13,2021-1-13,Charged Off,2021-2-13,634010,other,E4, 36 months,Verified,90000,0.1241,718.64,0.1756,20000,10,23152
440545,PA,INDIVIDUAL,10+ years,Juniata Chimney Sweeps,F,MORTGAGE,2021-10-9,2021-5-16,2021-2-11,Charged Off,2021-3-11,533658,other,F1, 36 months,Verified,70000,0.2102,904.88,0.1809,25000,25,14477
447196,IL,INDIVIDUAL,5 years,Self Employed Consultant,E,MORTGAGE,2021-10-9,2021-5-16,2021-9-11,Charged Off,2021-10-11,547567,other,E1, 36 months,Verified,210000,0.1933,529.94,0.1635,15000,26,18842
606632,MI,INDIVIDUAL,10+ years,allstate insurance,A,OWN,2021-11-10,2021-5-16,2021-4-11,Charged Off,2021-5-11,778224,other,A3, 36 months,Verified,51996,0.1706,61,0.0617,2000,45,305
357883,FL,INDIVIDUAL,< 1 year,sunpass,A,OWN,2021-10-8,2021-5-16,2021-2-10,Charged Off,2021-3-10,362389,other,A4, 36 months,Verified,32004,0.0184,210.1,0.0907,6600,21,3376
465034,GA,INDIVIDUAL,6 years,Sirah Contracting,C,OWN,2021-12-9,2021-12-11,2021-7-11,Charged Off,2021-8-11,583207,other,C4, 36 months,Verified,68000,0.1795,716.88,0.1392,21000,14,14242
994284,TX,INDIVIDUAL,10+ years,Excel Telecommunications,D,OWN,2021-10-11,2021-6-13,2021-2-13,Charged Off,2021-3-13,1218704,other,D2, 36 months,Verified,100000,0.1819,1243.85,0.1677,35000,12,18758
540733,VA,INDIVIDUAL,5 years,Ameriprise Financial,A,RENT,2021-7-10,2021-5-16,2021-7-11,Charged Off,2021-8-11,698080,other,A4, 36 months,Verified,84996,0.1614,186.67,0.0751,6000,21,6378
979689,CA,INDIVIDUAL,7 years,"Intransa, Inc",A,RENT,2021-10-11,2021-5-16,2021-8-13,Charged Off,2021-9-13,1202847,other,A3, 36 months,Verified,115000,0.1222,560,0.0751,18000,31,12319
658485,NY,INDIVIDUAL,< 1 year,Tops Markets,A,RENT,2021-1-11,2021-11-13,2021-7-13,Charged Off,2021-8-13,842149,other,A5, 36 months,Verified,12000,0.066,208.91,0.0766,6700,7,5989
809321,TX,INDIVIDUAL,< 1 year,First Texas Products,A,RENT,2021-7-11,2021-7-12,2021-2-12,Charged Off,2021-3-12,1016128,other,A5, 36 months,Verified,60000,0.1042,47.35,0.0849,1500,22,398
407124,GA,INDIVIDUAL,< 1 year,Vindale Research,A,RENT,2021-9-9,2021-5-16,2021-4-10,Charged Off,2021-5-10,456146,other,A5, 36 months,Verified,15090,0.1217,222.41,0.0894,7000,6,1067
986723,AZ,INDIVIDUAL,2 years,Seacret SPA LLC,B,RENT,2021-10-11,2021-3-13,2021-11-12,Charged Off,2021-12-12,1208707,other,B3, 36 months,Verified,150000,0.0434,132.31,0.1171,4000,5,1747
994522,CA,INDIVIDUAL,6 years,orange unifield school district,B,RENT,2021-11-11,2021-5-16,2021-3-14,Charged Off,2021-4-14,1219151,other,B5, 36 months,Verified,64800,0.1385,93.93,0.1269,2800,12,2621
365044,CA,INDIVIDUAL,8 years,amc theaters,B,RENT,2021-12-8,2021-8-9,2021-4-9,Charged Off,2021-5-9,375934,other,B5, 36 months,Verified,18000,0.0627,199.89,0.1221,6000,11,6772
533983,MA,INDIVIDUAL,2 years,Boston and North Shore Real Estate,B,RENT,2021-6-10,2021-5-11,2021-12-10,Charged Off,2022-1-10,690194,other,B1, 36 months,Verified,50004,0.2388,259.57,0.1038,8000,22,1644
381882,MI,INDIVIDUAL,9 years,Best Buy,B,RENT,2021-3-9,2021-5-16,2021-9-9,Charged Off,2021-10-9,410785,other,B5, 36 months,Verified,51996,0.1507,116.61,0.1221,3500,37,698
399988,CA,INDIVIDUAL,< 1 year,Tree of Knowledge Educational Services Inc.,B,RENT,2021-5-9,2021-5-16,2021-12-9,Charged Off,2022-1-9,443125,other,B5, 36 months,Verified,25000,0.1848,283.18,0.1221,8500,27,1153
494123,TX,INDIVIDUAL,5 years,Alcon Laboratories,B,RENT,2021-4-10,2021-5-16,2021-12-10,Charged Off,2022-1-10,632441,other,B3, 36 months,Verified,125000,0.1424,325.6,0.1062,10000,33,2600
502275,MN,INDIVIDUAL,3 years,Edward Jones,C,RENT,2021-4-10,2021-5-11,2021-11-10,Charged Off,2021-12-10,645841,other,C4, 36 months,Verified,58000,0.1757,238.73,0.1385,7000,20,1934
552237,WA,INDIVIDUAL,4 years,Microsoft,C,RENT,2021-7-10,2021-3-13,2021-10-12,Charged Off,2021-11-12,711618,other,C1, 36 months,Verified,150000,0.062,169.03,0.1323,5000,18,4481
1043264,MA,INDIVIDUAL,6 years,Ebsco Publishing,C,RENT,2021-11-11,2021-12-15,2021-11-14,Charged Off,2021-12-14,1273377,other,C2, 36 months,Verified,55900,0.2458,240.17,0.1427,7000,17,8460
829429,CA,INDIVIDUAL,10+ years,walmart stores inc,C,RENT,2021-7-11,2021-7-12,2021-3-12,Charged Off,2021-4-12,1038532,other,C1, 36 months,Verified,38000,0.0729,202.14,0.1299,6000,7,1502
389138,NY,INDIVIDUAL,2 years,self employed,C,RENT,2021-5-9,2021-5-16,2021-3-10,Charged Off,2021-4-10,423087,other,C3, 36 months,Verified,45000,0.0397,337.71,0.1316,10000,33,1688
514022,FL,INDIVIDUAL,8 years,Walmart Pharmacy,C,RENT,2021-5-10,2021-12-12,2021-7-12,Charged Off,2021-8-12,664322,other,C5, 36 months,Verified,25140,0.2444,51.43,0.1422,1500,11,1375
408640,TX,INDIVIDUAL,< 1 year,Shultz Bros. Trucking,C,RENT,2021-6-9,2021-5-16,2021-3-11,Charged Off,2021-4-11,458859,other,C3, 36 months,Verified,36000,0.022,84.43,0.1316,2500,6,1782
501421,CO,INDIVIDUAL,< 1 year,Comprehensive family care center,C,RENT,2021-4-10,2021-5-16,2021-8-10,Charged Off,2021-9-10,644458,other,C2, 36 months,Verified,42000,0.0131,371.2,0.1311,11000,28,1481
779667,CA,INDIVIDUAL,10+ years,,C,RENT,2021-6-11,2021-9-13,2021-4-13,Charged Off,2021-5-13,982420,other,C2, 36 months,Verified,72000,0.0643,203.59,0.1349,6000,16,4628
871372,TX,INDIVIDUAL,1 year,Superior Homes,C,RENT,2021-9-11,2021-2-13,2021-10-12,Charged Off,2021-11-12,1085429,other,C1, 36 months,Verified,52968,0.1006,286.36,0.1299,8500,20,3921
765479,NY,INDIVIDUAL,10+ years,UPS,C,RENT,2021-5-11,2021-10-12,2021-5-12,Charged Off,2021-6-12,966373,other,C5, 36 months,Verified,65000,0.1674,208.67,0.1523,6000,50,2451
842643,OK,INDIVIDUAL,< 1 year,BNSF Burlington Norther Santa Fe,C,RENT,2021-8-11,2021-11-12,2021-6-12,Charged Off,2021-7-12,1053332,other,C2, 36 months,Verified,60000,0.2302,152.69,0.1349,4500,27,1802
1011319,NV,INDIVIDUAL,5 years,westfield eye center,C,RENT,2021-11-11,2021-5-16,2021-3-14,Charged Off,2021-4-14,1238392,other,C2, 36 months,Verified,31000,0.0337,274.48,0.1427,8000,12,8236
633643,GA,INDIVIDUAL,< 1 year,the home depot,C,RENT,2021-12-10,2021-5-16,2021-2-12,Charged Off,2021-3-12,811765,other,C4, 36 months,Verified,22800,0,203.18,0.1335,6000,20,2844
509475,NY,INDIVIDUAL,2 years,planned buliding services,D,RENT,2021-4-10,2021-4-16,2021-9-10,Charged Off,2021-10-10,657559,other,D2, 36 months,Verified,39996,0.1617,173.24,0.1496,5000,14,538
819005,SC,INDIVIDUAL,2 years,Kmart,D,RENT,2021-7-11,2021-5-16,2021-12-11,Charged Off,2022-1-11,1027050,other,D5, 36 months,Verified,13440,0.0821,86.16,0.1749,2400,4,343
381739,NY,INDIVIDUAL,6 years,Smart Source LLC,D,RENT,2021-5-9,2021-4-16,2021-6-10,Charged Off,2021-7-10,410536,other,D1, 36 months,Verified,84996,0.0778,766.73,0.1411,22400,20,9196
720885,FL,INDIVIDUAL,3 years,law offices of james schwitalla,D,RENT,2021-4-11,2021-8-12,2021-4-12,Charged Off,2021-5-12,915377,other,D3, 36 months,Verified,18996,0.0379,111.37,0.1528,3200,5,1308
503966,NV,INDIVIDUAL,3 years,Las Vegas Sands Corp,D,RENT,2021-4-10,2021-4-13,2021-12-12,Charged Off,2022-1-12,648730,other,D4, 36 months,Verified,47500,0.1064,245.08,0.157,7000,36,7665
659280,CA,INDIVIDUAL,3 years,At&t,D,RENT,2021-1-11,2021-12-14,2021-1-12,Charged Off,2021-2-12,843198,other,D5, 36 months,Verified,39772,0.0287,126.61,0.1602,3600,4,1540
548796,CA,INDIVIDUAL,6 years,bed bath and beyond,D,RENT,2021-7-10,2021-5-16,2021-1-13,Charged Off,2021-2-13,707474,other,D1, 36 months,Verified,22708,0.2478,86.47,0.1484,2500,6,2502
450285,CA,INDIVIDUAL,10+ years,IBM,D,RENT,2021-10-9,2021-2-13,2021-8-12,Charged Off,2021-9-12,553742,other,D5, 36 months,Verified,104000,0.0325,852.57,0.16,24250,11,27585
1010894,CA,INDIVIDUAL,4 years,Amerigas,D,RENT,2021-11-11,2021-12-12,2021-8-12,Charged Off,2021-9-12,1237938,other,D1, 36 months,Verified,19200,0.095,282.41,0.1629,8000,24,2647
387931,CA,INDIVIDUAL,2 years,Palo Alto Medical Foundation,D,RENT,2021-4-9,2021-9-10,2021-4-10,Charged Off,2021-5-10,421086,other,D3, 36 months,Verified,38004,0.0104,51.81,0.1474,1500,9,670
1031328,OH,INDIVIDUAL,4 years,Omnicare,D,RENT,2021-11-11,2021-12-14,2021-7-14,Charged Off,2021-8-14,1260945,other,D5, 36 months,Verified,20400,0.2412,43.54,0.1825,1200,8,1381
663385,CA,INDIVIDUAL,< 1 year,Starbucks Corporation,E,RENT,2021-2-11,2021-10-13,2021-4-13,Charged Off,2021-5-13,848274,other,E1, 36 months,Verified,54996,0.0033,176.78,0.164,5000,12,4735
1054308,WA,INDIVIDUAL,5 years,Avis Rent A Car,F,RENT,2021-12-11,2021-11-14,2021-6-14,Charged Off,2021-7-14,1286151,other,F1, 36 months,Verified,21000,0.0714,188.1,0.2089,5000,4,5802
644418,UT,INDIVIDUAL,2 years,Internal Revenue Service,C,RENT,2021-1-11,2021-5-16,2021-12-12,Charged Off,2022-1-12,824620,other,C5, 36 months,Verified,30996,0.1185,51.07,0.1372,1500,13,1173
1019261,OH,INDIVIDUAL,4 years,Credarview Healthcare Center,D,MORTGAGE,2021-11-11,2021-9-14,2021-4-14,Charged Off,2021-5-14,1247939,other,D3, 36 months,Verified,28000,0.1376,223.68,0.1727,6250,15,6689
856790,TX,INDIVIDUAL,10+ years,,C,RENT,2021-8-11,2021-8-13,2021-3-13,Charged Off,2021-4-13,1012470,other,C4, 36 months,Verified,36000,0.0847,442.41,0.1479,12800,7,8362
790464,OH,INDIVIDUAL,1 year,,A,MORTGAGE,2021-6-11,2021-2-13,2021-1-13,Fully Paid,2021-2-13,994603,other,A2, 36 months,Verified,47000,0.0937,182.51,0.0599,6000,24,6155
406211,VA,INDIVIDUAL,1 year,Raytheon,A,MORTGAGE,2021-5-9,2021-5-13,2021-8-11,Fully Paid,2021-9-11,454707,other,A4, 36 months,Verified,105000,0.2033,287.53,0.0932,9000,41,10232
444835,KY,INDIVIDUAL,10+ years,Black  and  Decker,A,MORTGAGE,2021-10-9,2021-5-12,2021-5-12,Fully Paid,2021-6-12,542830,other,A2, 36 months,Verified,89016,0.0677,139.77,0.074,4500,38,5019
978379,PA,INDIVIDUAL,10+ years,Perdue Farms Inc.,A,MORTGAGE,2021-10-11,2021-7-15,2021-11-14,Fully Paid,2021-12-14,1201216,other,A2, 36 months,Verified,90000,0.2433,122.82,0.0662,4000,33,4421
617463,AR,INDIVIDUAL,10+ years,Baptist Health Medical Center-LR,A,MORTGAGE,2021-11-10,2021-5-16,2021-9-12,Fully Paid,2021-10-12,791622,other,A3, 36 months,Verified,120000,0.0155,305,0.0617,10000,15,10797
838677,CA,INDIVIDUAL,10+ years,Intel Corp,A,MORTGAGE,2021-8-11,2021-8-14,2021-8-14,Fully Paid,2021-9-14,1048789,other,A3, 36 months,Verified,143004,0.0052,308.73,0.0699,10000,15,11114
623262,TX,INDIVIDUAL,10+ years,Raytheon Company,A,MORTGAGE,2021-11-10,2021-5-16,2021-12-13,Fully Paid,2022-1-13,798770,other,A3, 36 months,Verified,81000,0.0807,183,0.0617,6000,45,6588
846016,GA,INDIVIDUAL,10+ years,Dept of Defense,A,MORTGAGE,2021-8-11,2021-3-14,2021-2-14,Fully Paid,2021-3-14,1057335,other,A4, 36 months,Verified,46551,0.2467,155.51,0.0749,5000,9,5578
573059,CA,INDIVIDUAL,10+ years,Loma Linda University,A,MORTGAGE,2021-9-10,2021-9-13,2021-9-13,Fully Paid,2021-10-13,737114,other,A4, 36 months,Verified,114000,0.0618,435.56,0.0751,14000,26,15680
990791,NY,INDIVIDUAL,10+ years,Jay syed enterprice,A,MORTGAGE,2021-10-11,2021-3-16,2021-11-14,Fully Paid,2021-12-14,1214997,other,A4, 36 months,Verified,48000,0.0315,469.36,0.079,15000,15,16897
433496,AZ,INDIVIDUAL,10+ years,Frito-Lay  Inc,A,MORTGAGE,2021-8-9,2021-3-12,2021-2-12,Fully Paid,2021-3-12,516421,other,A4, 36 months,Verified,188004,0.0855,63.23,0.0859,2000,21,2267
718699,WA,INDIVIDUAL,10+ years,metal finishing inc,A,MORTGAGE,2021-5-11,2021-3-16,2021-5-14,Fully Paid,2021-6-14,912950,other,A4, 36 months,Verified,90000,0.1028,653.14,0.0749,21000,23,23513
440704,PA,INDIVIDUAL,10+ years,Department of Transportation (DOT) - FAA,A,MORTGAGE,2021-9-9,2021-11-11,2021-11-11,Fully Paid,2021-12-11,534005,other,A5, 36 months,Verified,107900,0.0316,524.23,0.0894,16500,24,18230
1017316,FL,INDIVIDUAL,10+ years,"Kaufman, Rossin & Co.",A,MORTGAGE,2021-11-11,2021-4-16,2021-1-15,Fully Paid,2021-2-15,1245281,other,A5, 36 months,Verified,60000,0.2326,274.67,0.089,8650,34,9888
572855,NY,INDIVIDUAL,10+ years,Social Security Administration,A,MORTGAGE,2021-9-10,2021-9-13,2021-9-13,Fully Paid,2021-10-13,736873,other,A5, 36 months,Verified,138000,0.0916,625.63,0.0788,20000,26,22524
741680,OH,INDIVIDUAL,10+ years,medco health solutions,A,MORTGAGE,2021-5-11,2021-1-16,2021-5-14,Fully Paid,2021-6-14,939609,other,A5, 36 months,Verified,131004,0.1502,157.82,0.0849,5000,19,5681
552469,VA,INDIVIDUAL,10+ years,The Nature Conservancy,A,MORTGAGE,2021-7-10,2021-8-13,2021-8-13,Fully Paid,2021-9-13,711879,other,A5, 36 months,Verified,65004,0.06,469.22,0.0788,15000,19,16893
979840,NY,INDIVIDUAL,10+ years,IBM,A,MORTGAGE,2021-10-11,2021-10-15,2021-5-14,Fully Paid,2021-6-14,1202995,other,A5, 36 months,Verified,144000,0.0557,1111.37,0.089,35000,33,39828
536108,TX,INDIVIDUAL,10+ years,UTMB Correctional Managed Care,A,MORTGAGE,2021-6-10,2021-7-13,2021-7-13,Fully Paid,2021-8-13,692645,other,A5, 36 months,Verified,38400,0.2319,523.96,0.0788,16750,50,18863
507384,NY,INDIVIDUAL,2 years,The Home Depot,A,MORTGAGE,2021-4-10,2021-5-13,2021-5-13,Fully Paid,2021-6-13,654383,other,A5, 36 months,Verified,75996,0.1595,137.64,0.0788,4400,39,4955
848469,TX,INDIVIDUAL,3 years,Lumber Liquidators,A,MORTGAGE,2021-8-11,2021-8-14,2021-8-14,Fully Paid,2021-9-14,1060075,other,A4, 36 months,Verified,200000,0.0311,149.29,0.0749,4800,24,5374
634629,DC,INDIVIDUAL,3 years,AARP,A,MORTGAGE,2021-1-11,2021-11-12,2021-11-12,Fully Paid,2021-12-12,813004,other,A5, 36 months,Verified,102996,0.0153,616.72,0.0691,20000,17,21840
583920,MO,INDIVIDUAL,4 years,Charter Communications,A,MORTGAGE,2021-9-10,2021-10-12,2021-10-12,Fully Paid,2021-11-12,750312,other,A4, 36 months,Verified,89004,0.0717,311.11,0.0751,10000,25,11052
839805,CA,INDIVIDUAL,4 years,"LeadFormix, Inc",A,MORTGAGE,2021-8-11,2021-12-15,2021-10-11,Fully Paid,2021-11-11,1050050,other,A4, 36 months,Verified,120000,0.0084,548.17,0.0749,17625,33,17843
879162,NV,INDIVIDUAL,5 years,Uhinted Healthcare group,A,MORTGAGE,2021-9-11,2021-5-16,2021-9-14,Fully Paid,2021-10-14,1093977,other,A2, 36 months,Verified,66000,0.1403,383.03,0.0662,12475,27,13789
1017370,TX,INDIVIDUAL,5 years,Denbury Resources,A,MORTGAGE,2021-11-11,2021-5-16,2021-11-12,Fully Paid,2021-12-12,1245536,other,A2, 36 months,Verified,190000,0.2108,122.82,0.0662,4000,58,4182
856867,TX,INDIVIDUAL,5 years,Montgomery ISD,A,MORTGAGE,2021-8-11,2021-2-12,2021-3-12,Fully Paid,2021-4-12,1069269,other,A4, 36 months,Verified,190300,0.0464,466.53,0.0749,15000,35,15527
578836,CA,INDIVIDUAL,5 years,Dept of Agriculture,A,MORTGAGE,2021-9-10,2021-5-16,2021-11-11,Fully Paid,2021-12-11,744258,other,A4, 36 months,Verified,55596,0.1276,62.23,0.0751,2000,23,2106
705233,MD,INDIVIDUAL,6 years,Union Bethel AME Church,A,MORTGAGE,2021-3-11,2021-4-14,2021-4-14,Fully Paid,2021-5-14,897297,other,A1, 36 months,Verified,72000,0.169,180.96,0.0542,6000,29,6515
391972,DE,INDIVIDUAL,6 years,First State Orthopaedics,A,MORTGAGE,2021-4-9,2021-8-10,2021-8-10,Fully Paid,2021-9-10,428487,other,A4, 36 months,Verified,49716,0.1499,255.58,0.0932,8000,31,8769
499605,NM,INDIVIDUAL,6 years,Pepsi Beverage Company,A,MORTGAGE,2021-4-10,2021-4-13,2021-4-13,Fully Paid,2021-5-13,641317,other,A5, 36 months,Verified,45000,0.1515,78.21,0.0788,2500,13,2815
859961,CA,INDIVIDUAL,7 years,genentech,A,MORTGAGE,2021-8-11,2021-5-14,2021-5-14,Fully Paid,2021-6-14,1072689,other,A4, 36 months,Verified,104000,0.0106,1088.56,0.0749,35000,16,39121
421533,GA,INDIVIDUAL,8 years,"Healthcare Staffing, Inc.",A,MORTGAGE,2021-7-9,2021-5-16,2021-7-12,Fully Paid,2021-8-12,495349,other,A3, 36 months,Verified,54000,0.206,156.69,0.08,5000,24,5640
537664,AZ,INDIVIDUAL,9 years,Coca Cola Enterprises,A,MORTGAGE,2021-6-10,2021-7-13,2021-7-13,Fully Paid,2021-8-13,694495,other,A4, 36 months,Verified,32004,0,311.11,0.0751,10000,13,11200
843031,VA,INDIVIDUAL,< 1 year,Blue Ridge Hospice,A,MORTGAGE,2021-9-11,2021-5-16,2021-9-14,Fully Paid,2021-10-14,1053754,other,A4, 36 months,Verified,85000,0.0816,746.44,0.0749,24000,30,26872
835863,MD,INDIVIDUAL,< 1 year,AARP,A,MORTGAGE,2021-8-11,2021-8-12,2021-8-12,Fully Paid,2021-9-12,1045853,other,A4, 36 months,Verified,110000,0.0044,870.85,0.0749,28000,35,29804
379025,SC,INDIVIDUAL,< 1 year,Retired,A,MORTGAGE,2021-2-9,2021-9-10,2021-9-10,Fully Paid,2021-10-10,404949,other,A5, 36 months,Verified,57552,0.1697,481.42,0.0963,15000,18,16704
1013089,CA,INDIVIDUAL,10+ years,Los Angeles Film School,A,MORTGAGE,2021-11-11,2021-3-13,2021-3-13,Fully Paid,2021-4-13,1240259,other,A2, 36 months,Verified,91154,0.0585,307.04,0.0662,10000,33,10712
686069,TX,INDIVIDUAL,2 years,Dealtree,A,MORTGAGE,2021-3-11,2021-8-15,2021-2-12,Fully Paid,2021-3-12,875822,other,A1, 36 months,Verified,35000,0.1179,180.96,0.0542,6000,26,6191
498761,IL,INDIVIDUAL,2 years,Williams Lea,A,MORTGAGE,2021-4-10,2021-5-16,2021-9-12,Fully Paid,2021-10-12,639859,other,A5, 36 months,Verified,96000,0.152,312.81,0.0788,10000,37,11204
